gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GENE_0032,519.8817796899694,-0.15193360255311283,0.0907136767066021,-1.674869855011126,0.09395976932265412,0.38927981460748345
GENE_0097,560.8977472896341,-0.18129594535356677,0.10865100113942601,-1.6686081439868132,0.09519506383414442,0.38927981460748345
GENE_0171,498.537825137662,-0.15918021180179043,0.09710028316240481,-1.639338286331812,0.10114282657496222,0.4063457418537956
GENE_0159,508.7799067056198,-0.17098290831072663,0.1062828412433336,-1.6087536455603668,0.10767022045566839,0.42511173248875966
RPL5,525.3915846546848,-0.1781019091209436,0.11187109072279817,-1.5920280026790536,0.11137841270580189,0.43229926287506154
GENE_0079,507.5327768126131,0.2070025302510529,0.13129175284776615,1.5766605728165881,0.11487364703878507,0.43843441953136303
MT-ND1,513.2434077503353,-0.1988944685940764,0.12733770739572647,-1.5619447896605636,0.11830099575934673,0.43857487789988225
GENE_0144,516.8600941626311,-0.17030659547016147,0.10916524283866143,-1.56008076418483,0.11874079663664935,0.43857487789988225
GENE_0078,506.47542202895505,-0.17278972275908372,0.11478321435742755,-1.5053570657206692,0.13223230106096087,0.45880601428727336
GENE_0073,509.85001546510915,0.1623115420597107,0.10741831710373458,1.5110229468868461,0.13078260454848595,0.45880601428727336
GENE_0167,527.8546108322288,-0.19348088520218507,0.12804505913090566,-1.5110374934840844,0.1307788985245606,0.45880601428727336
GENE_0100,495.8539765880918,0.17747342297130142,0.1162130442236889,1.5271385768855472,0.12672655604343258,0.45880601428727336
GENE_0133,547.4227692246131,-0.16425531697212312,0.11015244349494921,-1.4911636252504437,0.135918541116859,0.46455740172777177
GENE_0168,506.9365371486945,-0.1603993581821923,0.1099830103617142,-1.4584012353786995,0.14472998036152118,0.47347379289697644
GENE_0109,503.5423661264694,-0.1725165586219214,0.11712325978848098,-1.4729487459064754,0.14076485661594185,0.47347379289697644
GENE_0066,524.4083057882312,-0.14493721415529354,0.09934584130249863,-1.458915765924952,0.14458829323769676,0.47347379289697644
RPS6,506.17538843200197,0.14513515909433106,0.10109180677577535,1.435676774639563,0.15109433702540542,0.4873324391382795
GENE_0135,509.04807882102324,-0.1494880671992125,0.1079749122587053,-1.3844703743869935,0.166214473346061,0.5143664107601077
GENE_0057,537.4500347657967,-0.1545269545818323,0.11106558837325581,-1.3913126184729403,0.16413064904507835,0.5143664107601077
GENE_0029,504.82971576713584,-0.1425343410519306,0.10292423338682467,-1.3848472450237985,0.1660991810471547,0.5143664107601077
GENE_0200,494.309251457444,0.1448628044362262,0.10723506291376388,1.3508902825256115,0.1767305815087069,0.5396173755399184
GENE_0146,516.9241493241203,0.14082473361855433,0.10534533457458302,1.3367913651539298,0.1812907485491534,0.5462576502336333
GENE_0127,509.1173440985321,0.1493126500541786,0.11318609545122749,1.3191783801617067,0.18710948433426833,0.5564684663967201
GENE_0021,520.4434471392595,-0.14230884779324227,0.10894550239381684,-1.30623885030906,0.19147134486625317,0.5621402304406663
GENE_0063,499.6035066136807,-0.13618331656228466,0.10584009172223705,-1.2866893286494807,0.19820259404215745,0.5745366333627095
GENE_0199,517.9851889835774,-0.11777113415766186,0.09683881312075981,-1.2161563154517294,0.2239253812159161,0.6330729913388246
GENE_0111,525.6973185506115,-0.13795416518115153,0.11276295820386122,-1.2233996640257323,0.2211787802043298,0.6330729913388246
GENE_0187,547.5853376098916,0.12269302567891542,0.10377493034208131,1.18229928244204,0.23708697020471903,0.6506706572652392
GENE_0084,515.77095814989,-0.1485987339704798,0.12510585895884765,-1.1877839711676486,0.2349185309582711,0.6506706572652392
MT-CO2,488.6846713032013,-0.13813551411333924,0.11723212218674466,-1.1783077158092947,0.23867395288331916,0.6506706572652392
GENE_0099,542.001254580829,-0.12790207016276897,0.11039939807488683,-1.1585395608408082,0.24664391709476696,0.6644877295847251
GENE_0090,520.2145271753578,-0.12569582598164353,0.10971489073922426,-1.1456587627690713,0.2519363727845647,0.6708538298565734
GENE_0081,496.509649237988,-0.11241070903003408,0.09896033274372733,-1.1359168458046571,0.25599136733581296,0.6738163577000135
GENE_0082,539.4569617651899,0.12215628645865381,0.10900075148276347,1.120692149337802,0.2624189250659775,0.6828856118194188
GENE_0178,536.2511438211473,-0.1033935067365406,0.09301276312898156,-1.1116055824851045,0.26630777124032645,0.6852188720678062
GENE_0086,538.4644891200462,-0.1188442334091537,0.10985757444466626,-1.0818028161454984,0.2793401550088862,0.7063996519717222
GENE_0110,512.221974433251,-0.1260464414507328,0.11684729597907395,-1.0787279277160706,0.2807090320062302,0.7063996519717222
GENE_0136,471.77941003937667,-0.12210338150198566,0.11509424319696947,-1.0608991215400838,0.28873574855281814,0.7187009393325583
GENE_0048,510.43164690360686,-0.1042362286519966,0.09925806364369212,-1.0501537590555328,0.29364742553667267,0.723067316644065
GENE_0196,500.3071574728006,-0.12622063677210846,0.12115904952625675,-1.041776386210052,0.29751536457975014,0.7247980690293913
GENE_0123,527.809304237072,-0.11043101050460369,0.1087940002059508,-1.0150468803017996,0.3100834809997809,0.7466662967874528
GENE_0122,522.9629761976486,-0.11432904866627643,0.11331823647223997,-1.0089201193515227,0.31301294537814617,0.7466662967874528
GENE_0062,487.0277014617715,-0.10976126346825107,0.10993213931248262,-0.9984456243160535,0.31806331930505716,0.7508917538232793
GENE_0117,512.8954636238886,-0.10438451094106112,0.11114654768336496,-0.9391610726266768,0.34764805192410253,0.7570103109177269
GENE_0120,507.1266131734332,-0.09547771009667566,0.10194806716654617,-0.9365328127378788,0.3489989264189671,0.7570103109177269
GENE_0182,490.086766926239,0.09682098506717872,0.10418861559680201,0.9292856471177698,0.35274107147495704,0.7570103109177269
MT-ND3,515.2715293729453,-0.10617912483063868,0.11117147103974732,-0.9550932792161784,0.3395305273932834,0.7570103109177269
GENE_0103,548.1750866795265,-0.1158597749612791,0.12084477025975858,-0.9587487709417286,0.33768532255371575,0.7570103109177269
GENE_0107,501.0257091020561,-0.11677163909072498,0.12210070920409548,-0.956355125632704,0.3388928480225699,0.7570103109177269
GENE_0134,489.1186536954048,-0.10381320210866346,0.11193850334767662,-0.9274128115347738,0.35371224134583745,0.7570103109177269
GENE_0047,486.88901587724945,-0.10885417707910454,0.11549823182499427,-0.942474835840284,0.34594958871185444,0.7570103109177269
RPL4,530.1780927715422,0.09756675435815211,0.10233108551515495,0.9534419953329114,0.3403661722003075,0.7570103109177269
GENE_0035,500.99127646001034,-0.09920327905498633,0.1030814919706861,-0.9623772139735556,0.3358601553284585,0.7570103109177269
GENE_0075,518.4414523694187,-0.10758741487351987,0.11892607137807366,-0.9046579410791477,0.36564662933034997,0.7612098010604559
GENE_0188,487.9486089906248,-0.08892282952690167,0.097954192530981,-0.9078001383021672,0.36398382531136564,0.7612098010604559
GENE_0118,479.874338609726,-0.09773278240553034,0.10732113184655058,-0.9106573954630872,0.3624759188443135,0.7612098010604559
RPS2,507.61860122337237,-0.10617002912360136,0.12015836899149698,-0.8835841399537846,0.3769207437076999,0.7776112640456151
GENE_0043,549.4191395167996,-0.09034807521987209,0.10471647612035556,-0.8627875819277074,0.38825426801126695,0.7892717056608817
GENE_0166,525.4499232268786,-0.10472505702334635,0.12169036473551562,-0.8605862695124464,0.3894659508282954,0.7892717056608817
MT-ND5,511.37814928587954,-0.10117405487810069,0.11941545359192067,-0.8472442371139296,0.39685900098761406,0.7971992212821369
GENE_0126,497.27410704726486,-0.09184013586665939,0.10979406748221737,-0.8364763048926495,0.4028870014691204,0.8022706377080745
GENE_0181,500.2347577931187,-0.08404977793021709,0.10397254232762704,-0.808384368109116,0.41886934790142893,0.8077991014429806
RPL2,487.53701997368574,-0.09795223932760629,0.12104772163851467,-0.8092034943055061,0.4183981053257849,0.8077991014429806
GENE_0153,485.912632146967,-0.08414856611104488,0.10429728316550528,-0.80681455505905,0.41977333219089386,0.8077991014429806
GENE_0101,511.3219337445556,-0.09564426647538016,0.1175493161800423,-0.8136522574821987,0.4158441918311244,0.8077991014429806
GENE_0092,512.2832235862451,0.08600837147563206,0.10852662640867547,0.7925093990460268,0.4280637135220914,0.8168882533046578
GENE_0121,490.7854695889058,-0.07987257497804677,0.10304292859098162,-0.7751388287409106,0.43825762971733084,0.8294297289691633
GENE_0077,548.4834422220648,0.0706710368169657,0.10251822025090003,0.6893509918920512,0.4906024161083573,0.8322070613986209
GENE_0069,512.8544760348229,-0.06928396617673398,0.09763476756632976,-0.7096239168046853,0.47793738423925003,0.8322070613986209
GENE_0076,545.198144483682,0.07644987830199657,0.10709045556229832,0.7138813435854977,0.47530055458457854,0.8322070613986209
GENE_0045,493.9573374590169,-0.0760087578272285,0.10325105168964038,-0.7361548050445165,0.4616364930748602,0.8322070613986209
GENE_0088,503.54565155720377,0.06808640134683176,0.09728836975522893,0.6998411168583933,0.4840265337355024,0.8322070613986209
RPL3,529.8728323306505,-0.07713441116534199,0.10637202429238964,-0.7251381336254269,0.46836729213349315,0.8322070613986209
GENE_0049,553.0368390804231,-0.07052026198668569,0.09684269735505767,-0.7281939052991767,0.4664948961857527,0.8322070613986209
GENE_0195,496.9080181100779,0.08209442126884524,0.11076495187920211,0.7411588221369487,0.45859714744930447,0.8322070613986209
GENE_0160,529.5646314926745,-0.0791924646518872,0.10380305898680399,-0.7629107024866635,0.4455166529989164,0.8322070613986209
GENE_0087,510.99078050772465,-0.0819599482793595,0.11323469751293429,-0.7238059541775841,0.46918487339775194,0.8322070613986209
GENE_0114,503.92356154380883,0.07840962045575674,0.10368975420943438,0.7561944866547143,0.449532597873722,0.8322070613986209
GENE_0154,505.5758217656488,-0.08845480847514682,0.11829878721675904,-0.7477237134567656,0.4546268246567765,0.8322070613986209
GENE_0102,477.74287113930876,-0.08027880578808119,0.11379287579806038,-0.7054818258618045,0.48051043812669336,0.8322070613986209
GENE_0197,493.441805163165,-0.07884056252491642,0.11357930566816428,-0.6941454876934948,0.48759097455300526,0.8322070613986209
RPS7,503.36007207268705,-0.07455954234564809,0.11199696834867383,-0.6657282196561435,0.5055848326514265,0.8513156373321814
GENE_0192,537.3544788160117,0.06781950307158342,0.10328884908240354,0.6566004333873179,0.511437870152404,0.8548851990138725
GENE_0030,517.2053190096441,0.07417440617252676,0.1165225580098739,0.6365669226575111,0.524406976540301,0.8631332569343636
GENE_0148,511.62749714623254,-0.06981834902339083,0.11196304969437597,-0.6235838449736144,0.5329009228463106,0.8631332569343636
RPL10,522.9843659899439,-0.07284314074771565,0.11627551215464964,-0.626470177579887,0.5310065918208802,0.8631332569343636
MT-CO1,512.9994934620979,-0.0710140261542668,0.11552226778073683,-0.6147215382669997,0.5387386333501031,0.8631332569343636
MT-ND2,493.94575495855355,0.0741718691393387,0.12073318296128573,0.6143453466568725,0.5389871429764803,0.8631332569343636
MT-CO3,512.0380384921991,-0.06927254139897801,0.11125207298473293,-0.6226629269953851,0.5335060497678222,0.8631332569343636
GENE_0061,510.56258047791874,-0.07878416964936766,0.1319400927513484,-0.5971207690284308,0.5504267524479904,0.8691013590044558
GENE_0023,504.7209098769376,-0.06733873179078942,0.11193945718323921,-0.6015638585825849,0.5474644924326323,0.8691013590044558
GENE_0162,537.5440038897215,0.06319233925991857,0.10681088994715145,0.5916282440038209,0.554099556395854,0.8691013590044558
GENE_0060,547.2135921026525,-0.05203416479285056,0.09212466045858682,-0.5648234092134504,0.5721938829669762,0.8751014847109214
GENE_0040,528.59045458631,-0.0644316658627715,0.11552580930552758,-0.5577252931625958,0.5770319833683368,0.8751014847109214
GENE_0125,538.4511783173407,-0.0562787617725627,0.10009047082337727,-0.5622789193576073,0.5739259988002168,0.8751014847109214
GENE_0106,490.1923188089739,-0.06247971651343061,0.11150356365468117,-0.5603382929260088,0.5752487128023955,0.8751014847109214
GENE_0042,512.5976683716734,-0.05886113467065516,0.10525546180218424,-0.5592216656773404,0.5760104486469505,0.8751014847109214
GENE_0183,514.8591590113538,-0.06193357792213597,0.11354500799208976,-0.5454539923626641,0.5854413148735634,0.8820135599081975
GENE_0185,537.9219660929313,-0.05639674680426192,0.10644585941338429,-0.5298162569691339,0.5962393325480128,0.8924105042712086
GENE_0070,524.6036095087883,-0.06126316261050328,0.11809098170137598,-0.5187793490058644,0.6039146204139695,0.898028883602591
GENE_0130,512.0244982961951,-0.05377857892167978,0.10693619833267658,-0.502903411194548,0.6150321827009813,0.9050844120962764
GENE_0149,507.0550989199026,-0.05520452831538768,0.11024900084471857,-0.500725883159169,0.6165640536551054,0.9050844120962764
GENE_0155,510.7734994430099,-0.05046945326168264,0.10275417497740548,-0.4911669357744376,0.6233083824340435,0.9091568125948787
RPS10,549.3161972820955,0.054429606383264814,0.11483428567996024,0.4739839331169658,0.6355113646119221,0.9152962421140262
GENE_0067,520.8850550801857,-0.04611853848570642,0.09719687129948018,-0.47448583343395195,0.635153497828002,0.9152962421140262
GENE_0170,513.6311900517134,-0.04825598239719874,0.10328319785645011,-0.4672200648189469,0.6403424395742455,0.9164901166406388
GENE_0056,513.670202492157,0.050056306010900074,0.10928754868811048,0.45802387016432144,0.646935292085312,0.9201750427797294
RPS3,518.4481612178392,0.047975021960214546,0.10636981156945242,0.4510210298613723,0.6519743922213392,0.9216181223375721
GENE_0158,499.02019050752494,-0.04865086632469777,0.10939383251337437,-0.44473134551483756,0.6565139140207795,0.9223416338083344
RPS8,472.2720215045807,0.033776334953243836,0.1052545443059866,0.3209014411297273,0.748285081784613,0.9425610724404007
RPS1,527.0585336516408,-0.04811887149172537,0.11832987177832012,-0.4066502462021724,0.684264887647603,0.9425610724404007
GENE_0108,511.80602227477885,0.03627635157226332,0.10241223233677506,0.35421893209954863,0.7231748164586481,0.9425610724404007
GENE_0131,500.1196520374082,-0.03183866578406495,0.11998518452342034,-0.2653549762041683,0.7907360169941773,0.9425610724404007
GENE_0189,526.239412430099,-0.028084180121325977,0.111448327088342,-0.25199283699489206,0.8010466004376509,0.9425610724404007
GENE_0145,504.75278626837894,0.04402609906593876,0.12016158551407453,0.3663907968389946,0.7140734860870548,0.9425610724404007
GENE_0140,535.459749972113,-0.030638069185217814,0.09644503319723302,-0.31767389330005236,0.7507323162892382,0.9425610724404007
GENE_0138,563.5933069552576,0.04027950270365746,0.11315747434376498,0.3559597184123337,0.7218707319904862,0.9425610724404007
GENE_0139,498.801744721138,0.03254084128580727,0.11578633634588958,0.2810421532692572,0.7786780685747705,0.9425610724404007
GENE_0163,493.6953149395569,0.0358375387820635,0.1092291159741553,0.32809510964588434,0.7428397514654221,0.9425610724404007
GENE_0128,515.9266059560543,0.03924840678449805,0.1112907398495629,0.35266552129630935,0.7243392105833686,0.9425610724404007
GENE_0150,505.58628381908414,0.027463539573203376,0.11130432197323517,0.24674279566437146,0.8051072841661054,0.9425610724404007
GENE_0156,496.41041086302243,-0.025940539052359594,0.09839426627348176,-0.26363872647069914,0.7920583145072625,0.9425610724404007
GENE_0193,515.6582447772547,-0.033728397768560285,0.114281260724618,-0.29513498148953,0.7678907679016457,0.9425610724404007
GENE_0190,528.9655055352214,0.02909507088771788,0.10083513085125972,0.28854101385196346,0.7729326402879291,0.9425610724404007
GENE_0186,503.97509102345754,-0.026095591215664148,0.10202051044101454,-0.25578769507090343,0.7981147758220066,0.9425610724404007
GENE_0198,505.685220526945,-0.03375366654008692,0.10865836081787854,-0.3106403067929691,0.7560740816763251,0.9425610724404007
GENE_0074,522.2490427932499,-0.03517930440443988,0.10476812136802474,-0.33578252568702266,0.7370348683570528,0.9425610724404007
GENE_0094,509.84912154531776,-0.03958618636087771,0.1046237289207184,-0.378367190399754,0.7051578379434604,0.9425610724404007
GENE_0046,514.0112079174949,-0.025464281469104934,0.10408785814526139,-0.24464218903964638,0.8067334943158015,0.9425610724404007
GENE_0036,523.531019797664,-0.030988740010353975,0.10171858903186078,-0.3046516895810218,0.7606314475640852,0.9425610724404007
RPL1,495.5873286239028,0.029531325073345945,0.10847037936947476,0.2722524365177662,0.7854279254361902,0.9425610724404007
GENE_0025,520.3362489962605,0.032396342489870944,0.10576899990118775,0.3062933611940784,0.7593812934779365,0.9425610724404007
GENE_0027,518.013951983166,0.04083501302136003,0.10666104959482613,0.38284840789097985,0.7018321666237306,0.9425610724404007
GENE_0034,526.6600382227605,0.027361544262062644,0.09356425836093266,0.292435858963505,0.7699533943863464,0.9425610724404007
GENE_0053,543.7979374424608,0.04041998632668926,0.11237377996262758,0.3596923262715896,0.7190772312433487,0.9425610724404007
RPL7,516.0971533840523,-0.038353355755093375,0.10905436624974908,-0.35169023555883183,0.7250705842315295,0.9425610724404007
RPL9,537.7209220711665,-0.04114738076970877,0.1206266101277454,-0.3411136292906936,0.7330180412261541,0.9425610724404007
RPL6,489.6100113277904,-0.036424643192319736,0.10913097251094488,-0.33376998623068865,0.7385531333979503,0.9425610724404007
GENE_0172,490.43329082224506,-0.038036683997823166,0.10468085836782977,-0.36335854129289885,0.7163370676029007,0.9425610724404007
GENE_0177,561.3979555224333,0.038383728680147056,0.11363177568179812,0.3377904503369957,0.7355211068684153,0.9425610724404007
GENE_0164,493.58985007043213,-0.039444862590241776,0.10771068766925918,-0.36621122233814696,0.7142074687753402,0.9425610724404007
GENE_0174,482.297876290705,0.03076268983727217,0.11740066147892647,0.2620316568045411,0.7932970360275321,0.9425610724404007
RPS9,540.4578529890285,-0.021061713358469854,0.10399036478317228,-0.20253523874433085,0.8394983126634883,0.9505082188353663
MT-ND4,528.5782904252105,0.027770342182735417,0.12394552819041078,0.22405279632253733,0.8227162218007021,0.9505082188353663
GENE_0095,506.1573609961715,-0.020494804829964325,0.10173949276554685,-0.2014439454420467,0.8403514559303309,0.9505082188353663
GENE_0068,528.4031865684228,0.023695791053730365,0.10547921672723763,0.22464890988910294,0.8222524126393231,0.9505082188353663
GENE_0184,508.18163213038025,-0.02203663139692706,0.10475123386772936,-0.2103710914255481,0.8333780534975065,0.9505082188353663
GENE_0132,570.8693060931538,-0.024357819721246683,0.11431335182856668,-0.21307939389071184,0.8312650368689423,0.9505082188353663
GENE_0157,529.0445798264756,-0.021978878196917618,0.11067947633260193,-0.19858133526823965,0.8425902551248007,0.9505082188353663
GENE_0064,484.11050834319303,-0.020049138538341952,0.11237095796467228,-0.17841921882204737,0.8583937570177873,0.962850941242368
RPS4,526.9681561405491,-0.01572404588181931,0.09328642181535424,-0.16855664067534482,0.8661453881918245,0.962850941242368
GENE_0055,514.036790604971,0.018884940452590503,0.11060182789922592,0.17074709171893057,0.864422632674399,0.962850941242368
GENE_0147,508.4904947010377,-0.01574439533403677,0.1032615609475587,-0.1524710181558513,0.8788154473202345,0.9722161228808391
GENE_0044,514.9674577041968,-0.011999263309925425,0.1105577031441351,-0.1085339417216535,0.9135721579266178,0.9776075895569882
GENE_0104,517.8915967355516,-0.012145500941463298,0.11156434713966999,-0.10886543284529836,0.9133092242382888,0.9776075895569882
GENE_0058,516.8920964077236,-0.013284505831428699,0.11808513557349895,-0.11249939094290247,0.9104274526352727,0.9776075895569882
GENE_0051,482.0161995135342,-0.012609553643852122,0.10592742624326668,-0.11903955463709431,0.9052440184930016,0.9776075895569882
GENE_0071,509.6943145332946,0.014731659877242084,0.10744649414234274,0.13710693861938303,0.8909462680413911,0.9776075895569882
GENE_0137,489.6540246615357,-0.012838093560100919,0.10299513105965821,-0.12464757729823818,0.9008025608537404,0.9776075895569882
GENE_0191,518.9644516297524,0.01389724818013364,0.11049644903017584,0.1257709935668466,0.8999132031912744,0.9776075895569882
GENE_0098,514.8548155704528,0.009144834684918326,0.10823625822160626,0.08448956786915997,0.9326671968190132,0.988799944775713
GENE_0072,542.5756257713364,-0.008246288525739276,0.09311365008840512,-0.08856154299514607,0.9294303721900086,0.988799944775713
GENE_0096,521.2013180676123,0.004812676281201602,0.11527965414550116,0.04174783761171978,0.9666997182801894,0.9988668373290523
GENE_0089,529.4593755234811,-0.005454182447492523,0.11059623456581737,-0.049316167669765126,0.9606673352575253,0.9988668373290523
GENE_0085,528.0257241272473,0.003680208424028829,0.11433502163966902,0.03218793656791477,0.9743221764198395,0.9988668373290523
GENE_0054,513.925366980867,-0.0059482914121702654,0.1132353039519601,-0.05253036115568532,0.9581061040199305,0.9988668373290523
GENE_0052,542.9589876985582,-0.0031569832742605343,0.10572449212918163,-0.029860472353020247,0.9761783302737775,0.9988668373290523
GENE_0059,502.95986687966234,0.001442020469879065,0.09647211600769245,0.014947536444251744,0.9880740355514922,0.9988668373290523
RPS5,511.0277320652695,-0.00042924974876004435,0.10521438053369998,-0.004079763113964791,0.9967448290297346,0.9988668373290523
GENE_0129,487.3666157156395,0.006186666214482529,0.10510448682988982,0.058862056236434174,0.953061980360979,0.9988668373290523
GENE_0161,527.7320160532249,0.0005637767705596443,0.12053091703706957,0.004677445293030114,0.996267952225294,0.9988668373290523
GENE_0151,506.1213504500311,-0.00016561146625581534,0.1166106076247681,-0.0014202092728023779,0.9988668373290523,0.9988668373290523
GENE_0176,521.8862629564941,0.0028675857661069,0.11438618054424463,0.025069337506183422,0.9799996576176728,0.9988668373290523
GENE_0169,490.36913133723954,0.0053713622842026364,0.10478593457820976,0.05126033666468449,0.9591180732863439,0.9988668373290523
